"Плевен","Плевен","2/1/2018","84.66","1.693",""
"Плевен","Плевен","2/2/2018","123.77","2.475",""
"Плевен","Плевен","2/3/2018","52.1","1.042",""
"Плевен","Плевен","2/4/2018","23.55","-",""
"Плевен","Плевен","2/5/2018","45.62","-",""
"Плевен","Плевен","2/6/2018","50.89","1.018",""
"Плевен","Плевен","2/7/2018","55.97","1.119",""
"Плевен","Плевен","2/8/2018","53.12","1.062",""
"Плевен","Плевен","2/9/2018","42.33","-",""
"Плевен","Плевен","2/10/2018","61.16","1.223",""
"Плевен","Плевен","2/11/2018","32.12","-",""
"Плевен","Плевен","2/12/2018","47.57","-",""
"Плевен","Плевен","2/13/2018","44.31","-",""
"Плевен","Плевен","2/14/2018","23.6","-",""
"Плевен","Плевен","2/15/2018","35.99","-",""
"Плевен","Плевен","2/16/2018","53.51","1.07",""
"Плевен","Плевен","2/17/2018","60.87","1.217",""
"Плевен","Плевен","2/18/2018","47.96","-",""
"Плевен","Плевен","2/19/2018","26.28","-",""
"Плевен","Плевен","2/20/2018","26.47","-",""
"Плевен","Плевен","2/21/2018","31.82","-",""
"Плевен","Плевен","2/22/2018","28.35","-",""
"Плевен","Плевен","2/23/2018","46.8","-",""
"Плевен","Плевен","2/24/2018","55.48","1.11",""
"Плевен","Плевен","2/25/2018","39.1","-",""
"Плевен","Плевен","2/26/2018","37.46","-",""
"Плевен","Плевен","2/27/2018","46.55","-",""
"Плевен","Плевен","2/28/2018","49.72","-",""
