"Плевен","Плевен","12/1/2018","47.5","-",""
"Плевен","Плевен","12/2/2018","74.03","1.481",""
"Плевен","Плевен","12/3/2018","46.69","-",""
"Плевен","Плевен","12/4/2018","69.61","1.392",""
"Плевен","Плевен","12/5/2018","54.45","1.089",""
"Плевен","Плевен","12/6/2018","48.95","-",""
"Плевен","Плевен","12/7/2018","73.41","1.468",""
"Плевен","Плевен","12/8/2018","63.79","1.276",""
"Плевен","Плевен","12/9/2018","57.52","1.15",""
"Плевен","Плевен","12/10/2018","32.1","-",""
"Плевен","Плевен","12/11/2018","14.35","-",""
"Плевен","Плевен","12/12/2018","23.38","-",""
"Плевен","Плевен","12/13/2018","51.97","1.039",""
"Плевен","Плевен","12/14/2018","55.8","1.116",""
"Плевен","Плевен","12/15/2018","26.25","-",""
"Плевен","Плевен","12/16/2018","15.38","-",""
"Плевен","Плевен","12/17/2018","50.24","1.005",""
"Плевен","Плевен","12/18/2018","40.97","-",""
"Плевен","Плевен","12/19/2018","57.41","1.148",""
"Плевен","Плевен","12/20/2018","51.78","1.036",""
"Плевен","Плевен","12/21/2018","61.85","1.237",""
"Плевен","Плевен","12/22/2018","112.69","2.254",""
"Плевен","Плевен","12/23/2018","6.17","-",""
"Плевен","Плевен","12/24/2018","11.22","-",""
"Плевен","Плевен","12/25/2018","11.14","-",""
"Плевен","Плевен","12/26/2018","17.31","-",""
"Плевен","Плевен","12/27/2018","24.99","-",""
"Плевен","Плевен","12/28/2018","25.88","-",""
"Плевен","Плевен","12/29/2018","25","-",""
"Плевен","Плевен","12/30/2018","57.98","1.16",""
"Плевен","Плевен","12/31/2018","58.03","1.161",""
